author_id,affiliation
Silvio Ranise,VALLEY CITY STATE UNIVERSITY
Wolfgang Ahrendt,ARIZONA COLLEGE-MESA
Danel Ahman,CALIFORNIA WESTERN SCHOOL OF LAW
Sam Staton,COLLEGE OF CHARLESTON
Jan Friso Groote,YESHIVAT HECHAL SHEMUEL
Michel A. Reniers,SAINT LOUIS CHRISTIAN COLLEGE
Yaroslav S. Usenko,COLORADO STATE UNIVERSITY-GLOBAL CAMPUS
Dusko Pavlovic,BERKELEY COLLEGE-NEW YORK
Benjamin Braatz,RABBI JACOB JOSEPH SCHOOL
Carlo Bellettini,ANTIOCH UNIVERSITY-MIDWEST
Lorenzo Capra,NATIONAL UNIVERSITY OF HEALTH SCIENCES
Mattia Monga,CONCORDIA UNIVERSITY-WISCONSIN
Osmar Norberto de Souza,RHODES COLLEGE
Thiago Lipinski-Paes,SAINT MEINRAD SCHOOL OF THEOLOGY
Anderson G. da Silva,WESTERN GOVERNORS UNIVERSITY
Diana Sasaki,WARTBURG THEOLOGICAL SEMINARY
Simone Dantas,THE WRIGHT INSTITUTE
Andreas Abel 0001,CALIFORNIA STATE UNIVERSITY MARITIME ACADEMY
Klaus Aehlig,MONTANA STATE UNIVERSITY-NORTHERN
Peter Dybjer,SARAH LAWRENCE COLLEGE
Partha S. Roop,AMBERTON UNIVERSITY
Roopak Sinha,PACIFIC UNIVERSITY
Samik Basu 0001,NEWMAN UNIVERSITY
Farhad Arbab,WESLEY THEOLOGICAL SEMINARY
Jan J. M. M. Rutten,VAUGHN COLLEGE OF AERONAUTICS AND TECHNOLOGY
Marjan Sirjani,THE UNIVERSITY OF THE ARTS
Ofer Strichman,FAULKNER UNIVERSITY
Furio Honsell,MAINE COLLEGE OF ART
Ivan Scagnetto,GOSHEN COLLEGE
Alexandru Baltag,INDIANA WESLEYAN UNIVERSITY-MARION
Sonja Smets,NATIONAL LOUIS UNIVERSITY
Eugenio Moggi,BLACKBURN COLLEGE
Rosario Pugliese,CHAMINADE UNIVERSITY OF HONOLULU
Luca Paolini,YESHIVA D'MONSEY RABBINICAL COLLEGE
Luca Roversi,NATIONAL AMERICAN UNIVERSITY-COLORADO SPRINGS SOUTH
Gerd Behrmann,THE NEW SCHOOL
Marko C. J. D. van Eekelen,SUNY COLLEGE OF AGRICULTURE AND TECHNOLOGY AT COBLESKILL
Olha Shkaravska,CEDAR CREST COLLEGE
Ron van Kesteren,WOFFORD COLLEGE
Yevgeniy Makarov,AMERICAN JEWISH UNIVERSITY
Volker Stolz,CALIFORNIA COLLEGE SAN DIEGO-COLLEGEAMERICA-PHOENIX
Insup Lee 0001,FAIRFIELD UNIVERSITY
Jangwoo Shin,UNIVERSAL TRINITY COLLEGE
Moonjoo Kim 0001,SOUTHWEST BAPTIST UNIVERSITY
Oleg Sokolsky,UNIVERSITY OF THE PEOPLE
Usa Sammapun,UNIVERSITY OF WISCONSIN-WHITEWATER
Dominique Duval,UNIVERSITY OF PORTLAND
Frédéric Prost,AMERICAN COLLEGE FOR MEDICAL CAREERS
Rachid Echahed,WHEELING UNIVERSITY
Fernando Luís Dotti,THE BAPTIST COLLEGE OF FLORIDA
Leila Ribeiro 0001,CUNY BERNARD M BARUCH COLLEGE
Odorico Machado Mendizabal,CAPITOL TECHNOLOGY UNIVERSITY
Andrea Baldini,JOHNSON & WALES UNIVERSITY-PROVIDENCE
Giovanni Denaro,UNIVERSITY OF MAINE
Mauro Pezzè,SAINT JOHN'S SEMINARY
Paolo Prinetto,DARTMOUTH COLLEGE
Andrés M. Bordese,PARDEE RAND GRADUATE SCHOOL
Damián Barsotti,OTTAWA UNIVERSITY-OTTAWA
Tomás Hayes,BENEDICTINE COLLEGE
Gabriele Taentzer,UNIVERSITY OF THE POTOMAC-WASHINGTON DC CAMPUS
Marco Viviani 0001,NEW ENGLAND LAW-BOSTON
Pierangela Samarati,SHIPPENSBURG UNIVERSITY OF PENNSYLVANIA
Sabrina De Capitani di Vimercati,UNIVERSITY OF NORTH TEXAS HEALTH SCIENCE CENTER
Gila Kamhi,SAN FRANCISCO CONSERVATORY OF MUSIC
Limor Fix,MINOT STATE UNIVERSITY
Ranan Fraer,CHAMBERLAIN UNIVERSITY-INDIANA
Luoshan Xu,SAINT LOUIS UNIVERSITY
Xuxin Mao,UNIVERSITY OF NORTH FLORIDA
Andrew Fish,PONTIFICAL CATHOLIC UNIVERSITY OF PUERTO RICO-PONCE
Jean Flower,FLORIDA AGRICULTURAL AND MECHANICAL UNIVERSITY
James L. Caldwell,HOOD THEOLOGICAL SEMINARY
Josef Pohl,GLASGOW CALEDONIAN NEW YORK COLLEGE
Daniele Varacca,MILWAUKEE INSTITUTE OF ART & DESIGN
Luca Fossati,UNIVERSITY OF GUAM
Chris George,REGIS COLLEGE
Alberto Martelli,ELIZABETHTOWN COLLEGE
Cristina Baroglio,YORK COLLEGE
Matteo Baldoni,BERKELEY COLLEGE-NEW YORK
Viviana Patti,SUNY COLLEGE OF TECHNOLOGY AT CANTON
Francisco Lima,YESHIVATH BETH MOSHE
Hermano Perrelli de Moura,MARQUETTE UNIVERSITY
Leonardo Ribeiro 0002,OBERLIN COLLEGE
Luis Carlos de Sousa Menezes,ROBERTS WESLEYAN COLLEGE
Wanderley Cansanção,REED COLLEGE
Andrew D. Gordon 0001,ARIZONA STATE UNIVERSITY-POLYTECHNIC
Andrew M. Pitts,QUINNIPIAC UNIVERSITY
Haoran Zhao,PINE MANOR COLLEGE
Hui Kou,DRURY UNIVERSITY
Lindsay Groves,PARKER UNIVERSITY
Robert Colvin,PONCE HEALTH SCIENCES UNIVERSITY-ST LOUIS
Marc Lasson,BARNES-JEWISH COLLEGE GOLDFARB SCHOOL OF NURSING
Reiko Heckel,YESHIVA OF MACHZIKAI HADAS
Alban Ponse,HENDERSON STATE UNIVERSITY
Mark van der Zwaag,PRESBYTERIAN THEOLOGICAL SEMINARY IN AMERICA
Jan Komenda,CHAMBERLAIN UNIVERSITY-ARIZONA
Grigore Rosu,SISSETON WAHPETON COLLEGE
Bram Geron,PURDUE UNIVERSITY NORTHWEST
Adriana B. Compagnoni,THOMAS JEFFERSON UNIVERSITY
Eduardo Bonelli,PLATT COLLEGE-SAN DIEGO
Elsa L. Gunter,WARTBURG THEOLOGICAL SEMINARY
Yaniv Eytani,WINGATE UNIVERSITY
Mauro Iacono,UNIVERSITY OF THE SCIENCES
Stefano Marrone 0001,NEUMANN UNIVERSITY
Daniel Bonniot,POPE ST JOHN XXIII NATIONAL SEMINARY
Alexandre Mota 0001,"BEXLEY HALL SEABURY WESTERN THEOLOGICAL SEMINARY FEDERATION, INC."
Augusto Sampaio,THOMAS UNIVERSITY
Rodrigo Ramos,DANIEL MORGAN GRADUATE SCHOOL OF NATIONAL SECURITY
Axel Legay,PROVIDENCE COLLEGE
Uli Fahrenberg,UNIVERSITY OF SOUTH FLORIDA-ST PETERSBURG
Christophe Calvès,GODS BIBLE SCHOOL AND COLLEGE
Maribel Fernández,THE ART INSTITUTE OF SAN ANTONIO
Osama Nasser Alrajeh,NORTHWESTERN UNIVERSITY
Girish Keshav Palshikar,TEXAS CHIROPRACTIC COLLEGE FOUNDATION INC
Purandar Bhaduri,CALIFORNIA STATE UNIVERSITY-STANISLAUS
R. Venkatesh,STOCKTON UNIVERSITY
Giampaolo Bella,TORAH TEMIMAH TALMUDICAL SEMINARY
Simon N. Foley,FULLER THEOLOGICAL SEMINARY
Stefano Bistarelli,NEUMONT COLLEGE OF COMPUTER SCIENCE
Ali Movaghar-Rahimabadi,LORAS COLLEGE
Mohammad Izadi,ROBERTS WESLEYAN COLLEGE
François-Régis Sinot,UNIVERSITY OF CALIFORNIA-BERKELEY
Mohammad Reza Mousavi 0001,SPERTUS COLLEGE
Michele Bugliesi,UNIVERSITY OF INDIANAPOLIS
Sophia Drossopoulou,EASTERN WASHINGTON UNIVERSITY
Viviana Bono,CALIFORNIA CHRISTIAN COLLEGE
Agata Ciabattoni,STEVENSON UNIVERSITY
Björn Lellmann,DOMINICAN UNIVERSITY
Elaine Pimentel,UNIVERSITY OF NORTHERN IOWA
Jean-Michel Hufflen,SOUTHWESTERN CHRISTIAN UNIVERSITY
Robert Goldblatt,OREGON STATE UNIVERSITY
Peter Van Roy,GOLDEN GATE UNIVERSITY-SAN FRANCISCO
Clemente Rubio-Manzano,BEREA COLLEGE
Juan Gallardo-Casero,UNIVERSITY OF MICHIGAN-DEARBORN
Pascual Julián Iranzo,BRYN MAWR COLLEGE
Fabrice Barbier,WEST COAST UNIVERSITY-MIAMI
Marc Aiguier,ASBURY THEOLOGICAL SEMINARY
Pascal Poizat,WORCESTER POLYTECHNIC INSTITUTE
Prakash Countcham,CHAMBERLAIN UNIVERSITY-NORTH CAROLINA
Thierry Boy de la Tour,PARKER UNIVERSITY
Denys Duchier,THE SANTA BARBARA AND VENTURA COLLEGES OF LAW AT SANTA BARBARA
Jirí Srba,AMBERTON UNIVERSITY
Scott A. Smolka,FISHER COLLEGE
Arnaldo V. Moura,MCNEESE STATE UNIVERSITY
Guilherme A. Pinto,GUSTAVUS ADOLPHUS COLLEGE
David Déharbe,KETTERING COLLEGE
Diego Caminha Barbosa De Oliveira,UNIVERSITY OF NORTH CAROLINA WILMINGTON
Pascal Fontaine,WALSH UNIVERSITY
Carolyn L. Talcott,UNIVERSITY OF NORTH CAROLINA AT ASHEVILLE
Keith Laderoute,WESTMINSTER THEOLOGICAL SEMINARY
Merrill Knapp,CEDAR CREST COLLEGE
Patrick Lincoln,COLUMBIA COLLEGE OF NURSING
Steven Eker,BELMONT ABBEY COLLEGE
David H. Akehurst,NATIONAL LOUIS UNIVERSITY
Octavian Patrascoiu,BRYANT UNIVERSITY
Andrés Viso,CUNY GRADUATE SCHOOL AND UNIVERSITY CENTER
Mauricio Ayala-Rincón,MERCYHURST UNIVERSITY
Cornelis Huizing,LAMAR UNIVERSITY
Erik J. Luit,UNIVERSITY OF DAYTON
Ronald Middelkoop,HERZING UNIVERSITY-BROOKFIELD
Ruurd Kuiper 0001,SOUTHERN CALIFORNIA UNIVERSITY OF HEALTH SCIENCES
Luca Viganò 0001,ALASKA BIBLE COLLEGE
Paulo Mateus,UNIVERSITY OF ARKANSAS AT LITTLE ROCK
Pedro Adão,PUERTO RICO SCHOOL OF NURSE ANESTHETISTS
Tiago Reis,WILLIAM CAREY UNIVERSITY
Julian C. Bradfield,OREGON INSTITUTE OF TECHNOLOGY
Sibylle B. Fröschle,CENTRAL WASHINGTON UNIVERSITY
Juan Manuel Murillo,FLORIDA ATLANTIC UNIVERSITY
Massimo Tivoli,DUKE UNIVERSITY
Nikolay Diakov,EDWARD WATERS COLLEGE
Steffen Becker 0001,THE CHICAGO SCHOOL OF PROFESSIONAL PSYCHOLOGY AT LOS ANGELES
David Saff,ALLEN COLLEGE
Michael D. Ernst,SIMPSON UNIVERSITY
Lars Jenner,PURDUE UNIVERSITY FORT WAYNE
Walter Vogler,SAINT JOSEPH'S UNIVERSITY
Alexandre Tessier,NEUMONT COLLEGE OF COMPUTER SCIENCE
Gérard Ferrand,UNIVERSITY OF ALASKA SOUTHEAST
Willy Lesaint,EASTERN UNIVERSITY
Gianluca Amato,CORBAN UNIVERSITY
Marco Rubino,INTER AMERICAN UNIVERSITY OF PUERTO RICO-SAN GERMAN
Carlos Delgado Kloos,COLORADO TECHNICAL UNIVERSITY-COLORADO SPRINGS
Jesús Arias-Fisteus,UNIVERSITY OF MAINE AT PRESQUE ISLE
Luis Álvarez Álvarez,LOMA LINDA UNIVERSITY
Vicente Luque Centeno,PLATT COLLEGE-LOS ANGELES
Jeremie Bonte,SAMFORD UNIVERSITY
Nil Geisweiller,SOUTHERN UNIVERSITY LAW CENTER
Gernot Salzer,UNION THEOLOGICAL SEMINARY IN THE CITY OF NEW YORK
Sébastien Limet,CEM COLLEGE-MAYAGUEZ
Christoph Lüth,NORTHWESTERN POLYTECHNIC UNIVERSITY
David Aspinall 0001,SETON HALL UNIVERSITY
Marc Wagner 0001,LINDSEY WILSON COLLEGE
Serge Autexier,PACIFIC SCHOOL OF RELIGION
Prasanna Thati,PURDUE UNIVERSITY-MAIN CAMPUS
Santiago Escobar 0001,ROWAN UNIVERSITY
H.-Christian Estler,UNIVERSITY OF NORTH TEXAS AT DALLAS
Heike Wehrheim,LOURDES UNIVERSITY
Ted Hurley,MOUNT VERNON NAZARENE UNIVERSITY
Azriel Rosenfeld,EASTERN CONNECTICUT STATE UNIVERSITY
Reinhard Klette,METROPOLITAN COLLEGE OF NEW YORK
Ralf Lämmel,MERCY COLLEGE OF OHIO
Pierre Boudes,MILLIGAN UNIVERSITY
Artur Boronat,UNIVERSITY OF ALASKA SOUTHEAST
Isidro Ramos,TUSCULUM UNIVERSITY
José A. Carsí,UNIVERSITY OF CENTRAL ARKANSAS
Ernie Manes,WALSH UNIVERSITY
Philip S. Mulry,UNIVERSIDAD ADVENTISTA DE LAS ANTILLAS
Grit Denker,RICE UNIVERSITY
Francisco Durán 0001,DEVRY UNIVERSITY-NEW JERSEY
Emilio Jesús Gallego Arias,YESHIVA ZICHRON ARYEH
José María Rey Poza,GODDARD COLLEGE
Julio Mariño-Carballo,PACIFICA GRADUATE INSTITUTE
Ingolf Krüger,AMERICAN ACADEMY OF ART
Adam Rogalewicz,ANNA MARIA COLLEGE
Ahmed Bouajjani,FORT VALLEY STATE UNIVERSITY
Peter Habermehl,PACIFIC COLLEGE OF HEALTH SCIENCE-CHICAGO
Tomás Vojnar,PITTSBURG STATE UNIVERSITY
Florence Clerc,ST OLAF COLLEGE
Linan Chen,FAIRFIELD UNIVERSITY
Hans Schippers,MAYVILLE STATE UNIVERSITY
Pieter Van Gorp,WORLD MISSION UNIVERSITY
Pascal Sotin,SPRING ARBOR UNIVERSITY
Bernhard Schäz,SOUTHWEST MINNESOTA STATE UNIVERSITY
Pedro da Rocha Pinto,UNIVERSITY OF WISCONSIN-OSHKOSH
Philippa Gardner,HAMPSHIRE COLLEGE
Thomas Dinsdale-Young,SEATTLE UNIVERSITY
Jitka Stríbrná,ST. MARY'S COLLEGE OF MARYLAND
Chrysanthi Tziortzioti,SAINT MARY'S UNIVERSITY OF MINNESOTA
Dimitrios Amaxilatis,PRESCOTT COLLEGE
Ioannis Chatzigiannakis,OKLAHOMA CHRISTIAN UNIVERSITY
Irene Mavrommati,HEBREW COLLEGE
Barbora Zimmerová,PONCE HEALTH SCIENCES UNIVERSITY-EAST
Ivana Cerná,CENTENARY COLLEGE OF LOUISIANA
Jiri Sochor,EDWARD WATERS COLLEGE
Nikola Benes,MISSISSIPPI STATE UNIVERSITY
Pavlína Vareková,UNIVERSITY OF NORTH DAKOTA
Alfredo Olivero,SKIDMORE COLLEGE
Fernando Schapachnik,LAKE ERIE COLLEGE
Víctor A. Braberman,THE CHICAGO SCHOOL OF PROFESSIONAL PSYCHOLOGY AT WASHINGTON DC
J. Robin B. Cockett,PRESBYTERIAN COLLEGE
J. S. Lemay,VALDOSTA STATE UNIVERSITY
Marc Bagnol,ELMEZZI GRADUATE SCHOOL OF MOLECULAR MEDICINE
Richard Blute,TEXAS A & M UNIVERSITY-COMMERCE
Hartmut Ehrig,NEW SAINT ANDREWS COLLEGE
Tihamer Levendovszky,WEST COAST UNIVERSITY-MIAMI
Ulrike Prange,UNIVERSITY OF CALIFORNIA-SAN DIEGO
Anna Lisa Ferrara,BREVARD COLLEGE
Carlo Blundo,FARMINGDALE STATE COLLEGE
Roberto De Prisco,WICHITA STATE UNIVERSITY
Stelvio Cimato,CUNY CITY COLLEGE
J. Polokow,UNIVERSITY OF ILLINOIS SPRINGFIELD
Ali A. Babaei-Brojeny,LAKE FOREST GRADUATE SCHOOL OF MANAGEMENT
Amir M. Tavala,UNIVERSITY OF MICHIGAN-FLINT
Soroosh Nazem,MARLBORO COLLEGE
Arild B. Torjusen,CHAMBERLAIN UNIVERSITY-NEW JERSEY
Olaf Owe,COLORADO COLLEGE
Federico Orsanigo,ACADEMY FOR FIVE ELEMENT ACUPUNCTURE
Fredrik Nordvall Forsberg,ANTIOCH UNIVERSITY-MIDWEST
Neil Ghani,CULINARY INSTITUTE OF AMERICA
Patricia Johann,CLAREMONT SCHOOL OF THEOLOGY
Tim Revell,COLUMBIA COLLEGE
Jacir Luiz Bordim,HANOVER COLLEGE
Thiago F. Neves,STRAYER UNIVERSITY-NEW JERSEY
Stefano Guerrini,UNIVERSITY OF ARKANSAS-FORT SMITH
Evan Tzanis,ROGER WILLIAMS UNIVERSITY
Robin Hirsch,SUNY POLYTECHNIC INSTITUTE
Jorge Sousa Pinto,ARKANSAS TECH UNIVERSITY
Anne Siegel,ATLANTIC UNIVERSITY COLLEGE
Jérémie Bourdon,GONZAGA UNIVERSITY
Vincent Picard,OHIO VALLEY UNIVERSITY
Ana Cristina Rocha Oliveira,STRAYER UNIVERSITY-GLOBAL REGION
Murdoch James Gabbay,NAZARENE BIBLE COLLEGE
Katsuhiko Sano,UNIVERSITY OF WISCONSIN-STEVENS POINT
Cecília M. F. Rubira,INSTITUTE OF TAOIST EDUCATION AND ACUPUNCTURE
Jael Zela Ruiz,REFORMED PRESBYTERIAN THEOLOGICAL SEMINARY
Jeremy Gibbons,GEORGIA INSTITUTE OF TECHNOLOGY-MAIN CAMPUS
Maciej Piróg,RICE UNIVERSITY
Flavio Corradini,SAINT MARY'S COLLEGE OF CALIFORNIA
A. John Power,UNIVERSITY OF DELAWARE
Ales Bizjak,HAMLINE UNIVERSITY
Rasmus Ejlers Møgelberg,GRACE COLLEGE AND THEOLOGICAL SEMINARY
Simona Ronchi Della Rocca,NEWBERRY COLLEGE
Friedrich Martin Schneider,TEXAS HEALTH AND SCIENCE UNIVERSITY
Reinhard Pöschel,STERLING COLLEGE
Sebastian Kerkhoff,UNIVERSITY OF MASSACHUSETTS-LOWELL
Mahesh Viswanathan 0001,YESHIVA OF FAR ROCKAWAY DERECH AYSON RABBINICAL SEMINARY
Alexander S. Green,RELAY GRADUATE SCHOOL OF EDUCATION
Thorsten Altenkirch,ERSKINE COLLEGE
Matthias Schröder 0001,MONROE COLLEGE
Shu-Zhen Luo,CLEARY UNIVERSITY
Xiaoquan Xu,AGNES SCOTT COLLEGE
Germain Faure,TALMUDICAL YESHIVA OF PHILADELPHIA
Horatiu Cirstea,UNIVERSITY OF MAINE
Enrico Marchioni,CALIFORNIA STATE UNIVERSITY-STANISLAUS
Tommaso Flaminio,NATIONAL AMERICAN UNIVERSITY-ALBUQUERQUE WEST
Jurgen J. Vinju,CAIRN UNIVERSITY-LANGHORNE
Leon Moonen,UNIVERSITY OF MINNESOTA-TWIN CITIES
Steven Klusener,LA SALLE UNIVERSITY
Stavros Tripakis,DENVER COLLEGE OF NURSING
Stephen Edwards,GRADUATE THEOLOGICAL UNION
Gabriel P. Bischoff,ARKANSAS TECH UNIVERSITY
Gianpiero Cabodi,NORTHEASTERN UNIVERSITY LIFELONG LEARNING NETWORK
Karl S. Brace,SOUTHWESTERN COLLEGE
Sergio Nocco,SUNY COLLEGE AT GENESEO
Stefano Quer,LEWIS & CLARK COLLEGE
Alex Buckley,UNIVERSITY OF SOUTHERN MAINE
Michelle Murray,SUNY MORRISVILLE
Susan Eisenbach,MASSACHUSETTS COLLEGE OF LIBERAL ARTS
Julia Mosin,NATIONAL AMERICAN UNIVERSITY-KILLEEN
Michael Kaminski,SAN JUAN BAUTISTA SCHOOL OF MEDICINE
Claudia Ermel,UNIVERSITY OF GUAM
Julia Padberg,NORTHEASTERN ILLINOIS UNIVERSITY
Roswitha Bardohl,ILLINOIS COLLEGE
Andreas Roth 0002,BON SECOURS MEMORIAL COLLEGE OF NURSING
Philipp Rümmer,ROCKFORD UNIVERSITY
Richard Bubel,THOMAS JEFFERSON UNIVERSITY
Germán Vidal,SETON HILL UNIVERSITY
Javier Oliver 0001,UNIVERSITY OF MAINE AT FORT KENT
Josep Silva,MISSOURI STATE UNIVERSITY-SPRINGFIELD
Marisa Llorens,TEXAS CHRISTIAN UNIVERSITY
Salvador Tamarit,COLORADO STATE UNIVERSITY-GLOBAL CAMPUS
Alain Finkel,HERITAGE BIBLE COLLEGE
Gilles Geeraerts,ASBURY THEOLOGICAL SEMINARY
Jean-François Raskin,UNIVERSITY OF ARKANSAS SYSTEM EVERSITY
Laurent Van Begin,BLUEFIELD STATE COLLEGE
Colin J. Fidge,CONSERVATORY OF MUSIC OF PUERTO RICO
Luke Wildman,THE UNIVERSITY OF FINDLAY
Keith Stobie,PLYMOUTH STATE UNIVERSITY
Marco Faella,BOSTON UNIVERSITY
Mariëlle Stoelinga,CALIFORNIA POLYTECHNIC STATE UNIVERSITY-SAN LUIS OBISPO
Michael Jackson 0001,UNIVERSITY OF ARIZONA
Pamela Zave,HARRISBURG UNIVERSITY OF SCIENCE AND TECHNOLOGY
Simon Doherty,BRIGHAM YOUNG UNIVERSITY
Leonardo Mariani,MARTIN METHODIST COLLEGE
Yayan Yuan,STRAYER UNIVERSITY-SOUTH CAROLINA
Lin Guan,NORTHWEST NAZARENE UNIVERSITY
Xingang Wang 0002,AUSTIN COLLEGE
Zhenyu Chen 0006,GEORGE WASHINGTON UNIVERSITY
Enrico Barbierato,PEIRCE COLLEGE
Alessandro Armando,NEW ENGLAND COLLEGE
Claudio Castellini,BAKER UNIVERSITY
Enrico Giunchiglia,YESHIVAS NOVOMINSK
Marco Maratea,WILMINGTON UNIVERSITY
Massimo Idini,BURRELL COLLEGE OF OSTEOPATHIC MEDICINE
Bruce S. Burdick,COLORADO STATE UNIVERSITY-GLOBAL CAMPUS
Daniel Hirschkoff,NEUMONT COLLEGE OF COMPUTER SCIENCE
Renaud Rioboo,LOYOLA UNIVERSITY NEW ORLEANS
Sylvain Boulmé,UNIVERSITY OF PHOENIX-WASHINGTON
Thérèse Hardin,ARKANSAS COLLEGES OF HEALTH EDUCATION
Valérie Ménissier-Morain,NEW MEXICO STATE UNIVERSITY-MAIN CAMPUS
Milan Ceska 0001,RICHMONT GRADUATE UNIVERSITY
Pavel Erlebach,HUSTON-TILLOTSON UNIVERSITY
Nikolai Tillmann,HILBERT COLLEGE
Wolfgang Grieskamp,NOTRE DAME COLLEGE
Wolfram Schulte,MARIST COLLEGE
Francesco Tiezzi 0001,UNIVERSIDAD ANA G. MENDEZ-ONLINE CAMPUS
Nobuko Yoshida,SARAH LAWRENCE COLLEGE
Jan Olaf Blech,DALLAS BAPTIST UNIVERSITY
Carla Negri Lintzmayer,EDP UNIVERSITY OF PUERTO RICO-MANATI
Guilherme Oliveira Mota,SAINT FRANCIS UNIVERSITY
Maycon Sambinelli,ARCADIA UNIVERSITY
Jirí Adámek,NORTHERN VERMONT UNIVERSITY
Davide Ciucci,RUTGERS UNIVERSITY-CAMDEN
Gianpiero Cattaneo,FRIENDS UNIVERSITY
Muck van Weerdenburg,POINT LOMA NAZARENE UNIVERSITY
François Irigoin,LEWIS UNIVERSITY
Thi Viet Nga Nguyen,THIEL COLLEGE
Eugene Asarin,SAN DIEGO CHRISTIAN COLLEGE
Oded Maler,GEORGIA SOUTHWESTERN STATE UNIVERSITY
Sergio Yovine,WHITWORTH UNIVERSITY
David Hemer,FRAMINGHAM STATE UNIVERSITY
Jirí Velebil,MIDWESTERN STATE UNIVERSITY
Peter Aczel,SIMMONS UNIVERSITY
Jan Jürjens,PENNSYLVANIA STATE UNIVERSITY-PENN STATE YORK
Ian Willers,UNIVERSITY OF HAWAII AT MANOA
Mohammad Waseem Hassan,AMERICAN COLLEGE FOR MEDICAL CAREERS
Richard McClatchey,MALONE UNIVERSITY
Alejandro Ríos 0001,CALIFORNIA LUTHERAN UNIVERSITY
Carlos Lombardi,MAGDALEN COLLEGE
Roel de Vrijer,XAVIER UNIVERSITY OF LOUISIANA
Hans-Jörg Tiede,NORTH GREENVILLE UNIVERSITY
Stephan Kepser,SOUTHERN CALIFORNIA UNIVERSITY OF HEALTH SCIENCES
Nir Piterman,PACIFIC SCHOOL OF RELIGION
Roy Armoni,WILLIAMSON CHRISTIAN COLLEGE
Scott Huddleston,DELAWARE STATE UNIVERSITY
David de Frutos-Escrig,PONCE HEALTH SCIENCES UNIVERSITY-CENTRO UNIVERSITARIO DE SAN JUAN
Olga Marroquín Alonso,REGENT UNIVERSITY
Tarmo Uustalu,URSHAN GRADUATE SCHOOL OF THEOLOGY
Varmo Vene,DANIEL MORGAN GRADUATE SCHOOL OF NATIONAL SECURITY
Antonio Vallecillo,DRAKE UNIVERSITY
António Ravara,HARDIN-SIMMONS UNIVERSITY
Vasco Thudichum Vasconcelos,CARROLL UNIVERSITY
Martin Tappler,WEBBER INTERNATIONAL UNIVERSITY
Guy Zanon,UNIVERSITY OF THE SOUTHWEST
Jacques Cazin,COLUMBIA COLLEGE CHICAGO
Jean-Louis Lanet,RASMUSSEN UNIVERSITY-FLORIDA
Pierre Bieber,THE UNIVERSITY OF TENNESSEE-KNOXVILLE
Pierre Girard,CURTIS INSTITUTE OF MUSIC
Virginie Wiels,PHILLIPS THEOLOGICAL SEMINARY
Wayne A. Jansen,BON SECOURS MEMORIAL COLLEGE OF NURSING
Ai Kawamura,UNIVERSITY OF NEW MEXICO-MAIN CAMPUS
Alan Barnard,MESIVTA OF EASTERN PARKWAY-YESHIVA ZICHRON MEILECH
Fuji Ren,UNITY COLLEGE
Kazuyuki Matsumoto,SETON HILL UNIVERSITY
Kyoko Osaka,SAINT JOHNS UNIVERSITY
Mitsuko Omori,NATIONAL AMERICAN UNIVERSITY-GEORGETOWN
Rozzano C. Locsin,VISIBLE MUSIC COLLEGE
Syu-ichi Ueno,SOUTHERN CONNECTICUT STATE UNIVERSITY
Tetsuya Tanioka,UNIVERSITY OF NEW ENGLAND
Yoichiro Takasaka,PENNSYLVANIA STATE UNIVERSITY-PENN STATE HAZLETON
Charles Meyssonnier,MONTANA TECHNOLOGICAL UNIVERSITY
Roberto M. Amadio,THE CHICAGO SCHOOL OF PROFESSIONAL PSYCHOLOGY AT SAN DIEGO
Bernd Becker 0001,OREGON HEALTH & SCIENCE UNIVERSITY
Erika Ábrahám,BINGHAMTON UNIVERSITY
Marc Herbstritt,BINGHAMTON UNIVERSITY
Iman Poernomo,UNIVERSITY OF NORTH CAROLINA AT GREENSBORO
Juliana Küster Filipe Bowles,HERZING UNIVERSITY-MINNEAPOLIS
Ralf H. Reussner,CURTIS INSTITUTE OF MUSIC
Faisal Ahmed 0001,WILMINGTON UNIVERSITY
I. V. Ramakrishnan,INDIANA UNIVERSITY-SOUTHEAST
Jalal Mahmud,SOUTHWESTERN UNIVERSITY
Muhammad Asiful Islam,ST. ANDREWS UNIVERSITY
Yevgen Borodin,TEXAS HEALTH AND SCIENCE UNIVERSITY
Chris John,CALIFORNIA STATE UNIVERSITY-DOMINGUEZ HILLS
Patricio Letelier 0001,UNIVERSITY OF CALIFORNIA-SANTA BARBARA
Amílcar Sernadas,KUYPER COLLEGE
Rohit Chadha,MIAMI INTERNATIONAL UNIVERSITY OF ART & DESIGN-ART INSTITUTE DALLAS
Diletta Cacciagrano,DOMINICAN COLLEGE OF BLAUVELT
Esther Guerra,INDIANA UNIVERSITY OF PENNSYLVANIA-MAIN CAMPUS
Paloma Díaz 0001,FLORIDA MEMORIAL UNIVERSITY
Markus Lumpe,MOORE COLLEGE OF ART AND DESIGN
Olivier Hermant,PONTIFICAL CATHOLIC UNIVERSITY OF PUERTO RICO-ARECIBO
Vivien Maisonneuve,PENNSYLVANIA STATE UNIVERSITY-PENN STATE WILKES-BARRE
Jonathan Grattage,LOUISIANA STATE UNIVERSITY-SHREVEPORT
Alexander Lazovik,CLEVELAND INSTITUTE OF MUSIC
Dave Clarke 0001,UNIVERSITY OF CHICAGO
José Proença,AUSTIN PRESBYTERIAN THEOLOGICAL SEMINARY
