description,decision,paper,reviewer
doQDxHKBrwJSlqCwHzdwyWeWfAcFxGIFFQyzDFcJSKopKjkiMhkkMhSDCfCeTdoBLEHoxykigbJsjdQdeuyXNpuIweRzcjnuyiAN,Not Accepted,Leveraging UML Profiles to Generate Plugins From Visual Model Transformations.,Hans Gersbach
OIzSzYIbKTCpPMcorhrTCxmXrKBgVgOEaGhRdIjVLXNYyyRttiRXBDLbpxgHSnaoYbGHqFBcNoTYffQkpWUzlsNxzoWGZjQoyfTu,Not Accepted,Leveraging UML Profiles to Generate Plugins From Visual Model Transformations.,Thomas O'Connor
NdNafiNSOMsgMmLwUiOnJVRzysfiJXrRRsITOvxWBePlYEaggizGRnljzrCFjCTdkECCAAfadBFAPWVBPmmNVTPEDWwLUzUIRRsW,Not Accepted,Relational Analysis and Precision via Probabilistic Abstract Interpretation.,John Morken
oXNSwrSXWUPymxStNyrcAWDhDkQsCeGPNEYEuLYTEMPRYdeOUfNgeDQrTphiucyJGwSJbztbEwdejNBCvHBLXwJwJPIQanSnjgsk,Accepted,Relational Analysis and Precision via Probabilistic Abstract Interpretation.,Umberto Rivieccio
GuojsfeqveFNGznehJJNsuKikktRwDbwHUtOiCagKVRlCpvoBNNVyhPHqUukRJCLnDBftmlCwwFJPMRtmUmSwrHzySdTCVEcoxXA,Not Accepted,Relational Analysis and Precision via Probabilistic Abstract Interpretation.,Predrag Janicic
bdYskOZwJdExDxHqtaumBMXvzlXxHsaUanzDwMcSLbzfUSGzioUxOWyKEJuUvwVlNogQKnDGqfRiNXldhHMpjFkWOgYwqwYhJxzx,Accepted,Relational Analysis and Precision via Probabilistic Abstract Interpretation.,Mika Katara
awULpduVsDbpBiPvtoeewijrDgYIktTQmKCELCgDFBwwoqBMpuwjSPunMskmxlXkwmKooIZJgfMTEzBXkJhicaVAIxHljnRGCked,Accepted,Building Components from Functions.,Samy Bengio
JyfumRxlTXUeacRShTZxqWwVDdetJosSpLsTAcZyLuLtsciJinJGozkttVFOdqxmjGWIWZbNKYjQGfrDGYacmFUBPjxdbLNMAbhM,Accepted,Building Components from Functions.,Felix Zhiyu Feng
MONgfDlscvIBdTLrLwvreaHRLBFhiUNfkNbhTGNoClWEGZwmnhRkENGxhCYlmIreCalcAWTKLjfoMkJnKBZIWQyFTniiWwLxIdHD,Accepted,Building Components from Functions.,K. R. Raghavendra
nrlbjisfxEFHinuVHWbAHbqAArprzAhQJQcfFHWlbvzTsEIUgEYZsgvkdrOluCWCFTnyMAsEIGyxytLlroKPBKBALffNIbSgYbxg,Accepted,Building Components from Functions.,Hyokun Yun
yWaPcggcwvyJPFdFhINYzLoSYeMfyuGitpFasgUrZFGBotcXCfBiojVtjsqHjiwYXgQHQHhxAnpSTiPQStAZujwMWpXtQULVfNDu,Accepted,Building Components from Functions.,Byoung-Tak Zhang
eJQLBWSmrbyHOhumWCDVBhfTunRSeQwTqcgtWmNdOczLWqnbsxCEbDNwbLjjUczVKEgjCQmcgYqhPGPlTcYICjtcMyWLBiygLMBd,Accepted,Building Components from Functions.,Benjamín Barán
fEOwZNBSizEPnFciBJocecGJPdFVkENrtRrVQzKZxclMozGzAzYqGtEuVpdgbZDDqrRthgryErfxAvcByJBCmxIoOdyHCGCXgfTU,Not Accepted,Steps in Modular Specifications for Concurrent Modules (Invited Tutorial Paper).,Reinhard Kahle
CWFJiWoPnytKprsKjRfqdehbQvQJhRHqilVmKdnueFEXHwIoHkJGAHYcQaKTaVkvyUZDPjSlrEvwAqLsgOTaGCERqmqwVwKQzYQr,Not Accepted,Steps in Modular Specifications for Concurrent Modules (Invited Tutorial Paper).,António Valente
zVJgMaOqlAfjOvLaEGcamwwyEBZnknEXLrqWGcZMMZlgbPnbvVPPLiSkFHpRZuEEETYizljRWkmhqrGgotUYtEAHaIqmYMVhLDul,Accepted,Steps in Modular Specifications for Concurrent Modules (Invited Tutorial Paper).,Richard T. Oehrle
qCyJVlXikdUnQTCDUvCQPCpORzTcPwRVbRBBVSExEPJMIyougyLRTwcjvPOBfzmiOpNjjNXiZlHTjuVYchKfasyLActrKeHvlOMe,Not Accepted,Steps in Modular Specifications for Concurrent Modules (Invited Tutorial Paper).,Albert Bifet
hanjXyjjgjevkhwgwDYKYGMuxWkstMmPdOYwutoedgJznrlkomSYCPZEMpgaSSikuvYyaoXIEazoglYjbTQCoGelDmbrVmZrzyap,Not Accepted,Exact and Portable Profiling for the JVM Using Bytecode Instruction Counting.,Robin N. Banerjee
OMkQcOvAAeuRbRZUsptgqczECZzcpiZWBCMZzhtcJfDgJrwHQmKKMwRdpCVBNAUYIbABjNGlWzzWdePJgMTxDyiTouXkTDofpcrW,Accepted,Exact and Portable Profiling for the JVM Using Bytecode Instruction Counting.,Gerardo Rodríguez
wvdlpNBQApeCPYFLKozFbjZBLhPcEIHFUXvNAiCnBKajiOtSWJPxkLEcAhcKYykAzNljEWpTKPQpKCsqXVVtQqgXgChGKGCoemna,Not Accepted,Exact and Portable Profiling for the JVM Using Bytecode Instruction Counting.,Ted Hurley
WEBvpmUZMaHVUHWPxGwmAiwEMduTrDaGoihbPVRfkpoXMsPGvQfpLqSkIgycTRcuLEDCqyKtECYKlBkWVGHFuszScCZzSwBAruGP,Accepted,Exact and Portable Profiling for the JVM Using Bytecode Instruction Counting.,Tamás Kiss
GQPeWicUxPdZEghJrAajTuOItdyAaAhREipzhLNubettjefmaOihBnHqAuPJyYESRYrDGPtCKsgkZWsQfLIvFCgeDlAdlIsnHNxT,Not Accepted,Exact and Portable Profiling for the JVM Using Bytecode Instruction Counting.,Zvonimir Rakamaric
bHRfWObeXPmfuPyaFfhSGXgreIVjcRKMHDYNHFweHAxRGDrOtSshacoJzGKEaOJnouzIrxYLBqdDMLFoorHPmFDPHjOZHHzDUSaf,Accepted,Exact and Portable Profiling for the JVM Using Bytecode Instruction Counting.,Oghenefego Ahia
AuOrkUarjZfJpDdkrLibDtZUjafhjDMWOZpZJQNVlKJcAsKpnTzsawIhSRTxNgfTqFntZvGoIAtrKbwbTxoSlXWneAtIozasQcgx,Accepted,Exact and Portable Profiling for the JVM Using Bytecode Instruction Counting.,Tamás Éltetö
xicpUjmfyAYwfQuirJMUAZSYHyDhSMdJfcSGveWQEUubCnNFZixiDPRqpihAfMQDreHmEqfUefurbFkPCMvcthrWyIDmsrEUOrfu,Not Accepted,Characterizing Non-Zenoness on Real-Time Processes.,Zhiyong Yu 0001
YtJMThAtPUqZBnKRNmzyGSaIPljBEAZwqszejnZjxKlhnzuQGgEubQwZMcLDCQpkqOqEUpglmJvpzPJppOSdJqYAKenSyZbchMPP,Accepted,Characterizing Non-Zenoness on Real-Time Processes.,Burcu Beykal
qOxRbELOwwIzPeIDdzohINcnYJDZGIGSjHOcBOkKStmIWHwIUOPgHiJvhfZlowKJyYCjHAhEsvmOSPQIbVkKRCrjdDaNkFWNbxpq,Accepted,Characterizing Non-Zenoness on Real-Time Processes.,Li Yang
KpaRcTqhAfEAJsvkXYqcXcJlPRcWtPkbZGDbWAqvOkjrOSSHGwcBzTYMdEWdgHKQiGDQXlaQbnqQVYAgIIvHNeUvNPMJgLJXiniv,Accepted,Characterizing Non-Zenoness on Real-Time Processes.,Kuan-Wei Wu
JBHCWnBXJocBBJmQkiiiuKgLvMAORhwZNuaTolALRTlnDrAMECQNVWktHbKeEqeYtgTijuxmfvyZTSnVQVCKSSGYThVvwgZnPAAo,Accepted,Characterizing Non-Zenoness on Real-Time Processes.,Philippe Thiran
QinHAAflcnoHzOZoKayJhPXfJsdzFwvFbUcoXbsVqAWectgDZVrPHiCbkjJwiGBWdufaDRAlInJPJNwjxIVsXylUWdKdgkOsnqKi,Not Accepted,Characterizing Non-Zenoness on Real-Time Processes.,Erik P. de Vink
njCBppXNPyBoqexWxizfaAspTrIJFHKssBnzrIqvgYEVmEaPXywACORrPqewfaDdGXnRupsczMNySZnNcPNlmTCZEVNKYfmAUyWl,Accepted,Characterizing Non-Zenoness on Real-Time Processes.,M. Ali Khan
mPshvoVZAJLQfhZeLZJbsdOVsOLubuArFxIKeBWOGxvAqxjWNcNSDtudhRFugqjbpAvhlcsZRHWHgZgjHCbUFUHDYfwgzIbQjAaN,Accepted,IoT sensors in sea water environment: Ahoy! Experiences from a short summer trial.,Peter Selinger
fAqvoreRxoxnAYjXEbeQEtsNRyYNwuyWQKRUojFnmjNFmRuKLAzHQpuDtQQMAOSojmFNAuqEmZbYuyAkvDXVuLHcFspuOCQajcBV,Not Accepted,IoT sensors in sea water environment: Ahoy! Experiences from a short summer trial.,Mario Roberto Folhadela Benevides
luSKrWYiyONufxVVbdtdajDanKhhKYInHifShxJCsZEwROWCibyQjASITqHJgZyxFEFCBCJBZluoUuzGhQvBlrPMEiBVIQUitRWO,Accepted,IoT sensors in sea water environment: Ahoy! Experiences from a short summer trial.,Robert D. Nowak
ZnFNKQQEfJyFLvmDBALZFajclzteIeefJDzKxWTAPLZbEifULuAilZaJPIXDAwLEpnmEmDoBbQcJjqmDeNvFtiYIxEJRXXCdkXaT,Accepted,IoT sensors in sea water environment: Ahoy! Experiences from a short summer trial.,Klaus Keimel
YmxTIQUxsWNlhdXybvxaKRXcQmLBgvgyVrJngjFRpewijisphyazckwgImDVwUGDPqyBpwWwzAbpperarqycNxnltbQNsScmvHuM,Accepted,IoT sensors in sea water environment: Ahoy! Experiences from a short summer trial.,Everardo Bárcenas
yRkjjjEHpAlSNEUkAqknquvokZmOlSBADyNWiahmetpioZItdkMdVrZdMhvRICrEruWrUnIlekqZxGBPmOpEduYnafzAIOHTPEff,Not Accepted,IoT sensors in sea water environment: Ahoy! Experiences from a short summer trial.,Douglas S. Bridges
nVNPuNmtyZcYCLswiFNRqKQhKxypkJiiMTtMoUNxmhWmURolUeAmnmMuLFhxqUmbgLAEdSzeJwvJcMyAXwaAPxCKUFpiZgMfJooM,Not Accepted,A Case Study in Parallel Verification of Component-Based Systems.,Jarle Hulaas
NuPcldNGgGXTHRYwQdOInNsuwZpuqqLbnikAGeipXchajhUpSzdmEzYLKubvbTAHGLeKvoStSNFEUrbWKEetIOUxhlkMbODRgMCC,Not Accepted,A Case Study in Parallel Verification of Component-Based Systems.,Rida Laraki
PKLOxlRdnTzODdiXEeRRsaGfjziBvMCrevYGhQzrlznbcRMXAsChdggnOMtokVuVjNoxxQFzdQNWNQcjPpIDqsUNyuECldjiBjTj,Not Accepted,A Case Study in Parallel Verification of Component-Based Systems.,Cristina Voinea
xQPlHSPYLvxHVCXtNqlwNDfQcWwticPmRGgeRaKnesEcgktkNcIQisuSlvZiEMYSzaVWgfVhnRcZnvHeCaIjzfZzpiuzStVjlTCi,Accepted,A Case Study in Parallel Verification of Component-Based Systems.,Xuechong Guan
gGdhHfwUSDEJkVaMlwWbXhbviluVlUfNUniOrZLFiDMJeQVPKGrOOeKfiGBmcIpTGwZJQiBQxAPhcXjFfEcwHheLkxOgnqMtTrTR,Accepted,A Case Study in Parallel Verification of Component-Based Systems.,Csaba Szalai
lzdiyPYUOXrDkLQPYAyeeoNhmadyOAgxwYyqgQewUlRKSqsBOSJGsQXeDldmAzVcWEFNlQETdFNpEvCiKxwsHGIpsqtJPZfovEfm,Accepted,A Case Study in Parallel Verification of Component-Based Systems.,Ala E. F. Bouaswaig
MLlEjSIigqHRtSLjvpotJSkspYDsxQbNaRdoyZVUjsbCRyaezZUrsQtOBdgmzRVIBAjRaSqgvGrlKnXVenVLjqQpfiKMkuYLyrmF,Not Accepted,A Case Study in Parallel Verification of Component-Based Systems.,David J. Eis
gMQICCtarYtgHcGCGmFeOAaBlbFVFXDQtJTEPGiDwXjMQtIgqhIHDxUsmhZXYCTZfmHCwxdhMzrIeMwAwdbAfcQEfMiyvOJWncEP,Not Accepted,ZEUS: A Distributed Timed Model-Checker Based on KRONOS.,Behzad Moshiri
PGfcqoPnfrGDLBjQSMHHYwMXCEMoiWjPQsGDNhtftduZmSCYUqLiqUsJOIYPDGSjfLlJyKTHVSbYhdYGdtfXRtudXHettDsiUwhF,Not Accepted,ZEUS: A Distributed Timed Model-Checker Based on KRONOS.,Jane Hillston
PhUTRVZKZBoKAVanFrhGblfIDghrYAJkeExYExcFMJDILzYhzgiwTOjyHiHDzgosnsfWJblvWVUWjGNDOLqwmyosvdTcDVVGEsQS,Accepted,ZEUS: A Distributed Timed Model-Checker Based on KRONOS.,Chia-Hsuan Wang
PmZURzEllkiTZoGoalHnLBIoNAiMUvrnHhwzNCwQdUypwFGtENaCcKClagoVALKVZHtoDgaUHOYQEwFVIbRnTMwwUFRrpttEcnvA,Not Accepted,The Shuffle Quasimonad and Modules with Differentiation and Integration.,Daniele Nantes-Sobrinho
xVGeeKxMFbUVwMaqmFrPDPYGkvbwYuZEaSkWFAdPYnZFXUrkvldGKPeQzfNQdEZxqpczynkiFlYbUVvtEVHTLvBnzmSKCAoAIQTr,Accepted,The Shuffle Quasimonad and Modules with Differentiation and Integration.,Beniamino Accattoli
kTfpCVMOSUoxTpFjNkuvXQsFSWyTuFyXspoHAMvhgttxPzdEEwkQcWYdgVvVpFoXGSFVLjGUathMKCPFAbJksSGAQoIBYRsmsOPb,Accepted,The Shuffle Quasimonad and Modules with Differentiation and Integration.,Leonor Becerra-Bonache
ujSsFbwBjSKRYrnWFZEtATYnzemWQENyAppRRhoLytCcCQFtUaEpNkTwMiaiCdGaHiMmtrewMSomAJPLBEcHydPRvBjUDrOrcolx,Accepted,Termination Criteria for DPO Transformations with Injective Matches.,Isaac Caswell
pyGoAvZaFYDBQWhCTEkQSgRQlvpWpgAMvONQwbKsrqDDzFIEKvKiUrabjhEESMyJeNAxHxKIDujcZlMLChpfwlJxYzpjRpvaSQMM,Not Accepted,Termination Criteria for DPO Transformations with Injective Matches.,Milan Ceska 0001
TZbKXVmONEpgadlzISmQQgvNsjZdHedIBBDzCTMIVMupLyBBUKjgwYpAqJxJAmiZhUhvlhboCpHpZacamrrwmJcNYEzgwZCpMUmV,Not Accepted,Termination Criteria for DPO Transformations with Injective Matches.,Adam Mazikowski
JihhutXhyBYZWPYJvRtueGnbrtdQxgZUQbHXvkDFlmFyFijONEtOlQSnOecisfwCAHGXowoUEKECJawDTDzuPGGCsdCipsemlEIU,Not Accepted,Termination Criteria for DPO Transformations with Injective Matches.,Dariusz Biernacki
vSdcofTmCzIcLlIWEzYZxuJBsXJlwmgjtLDlAWdAWNKzSKrTRAOnMqahyyHsJHXWkIrUOOGwrtpKzVkQWWUXAZhIWmwdZxCDYkYa,Not Accepted,Termination Criteria for DPO Transformations with Injective Matches.,Susan Horwitz
uoBzUIFKlkysVzlCMCqrGnTUyDuNuwYvHSjgVvcDPgxMrwNAERskdtqtUgDgAGmOayjpmWIPyzkXDscbQCgiPFtLjCxDhlrLVeYM,Not Accepted,Termination Criteria for DPO Transformations with Injective Matches.,Jérôme Feret
ObyhIyZjKzNwGBLPFHExZnyMHcnlQqzRyCZhfVRGLdZnfFcBfyxTEOcstTblvCuBfncTrlwrmLEzYBCacLAtBgaTpUZZwWcGsDUQ,Not Accepted,Termination Criteria for DPO Transformations with Injective Matches.,Fernando Moreno Leira
ZJKHQZMEmAszGSXqUGGDEFGwFwVKRLWSJVVGkkUicJrEoMlqzpmEoxHobULEgjsuksdvhYNeDMfGNDCFThkzzOYwvgEKlNZEadbQ,Not Accepted,Modeling A Certified Email Protocol using I/O Automata.,Arild B. Torjusen
nTesKKYGmBQRPistabUmxsECxmzsiuacphETNWwYHfOhhqvIqOZmmqkOUxcosVbShbYnKCcHZdnwnDrFgNRGsGqJVYEucbfXtVnm,Accepted,Modeling A Certified Email Protocol using I/O Automata.,Jurgen J. Vinju
EugiXlghyDwLxgjAsCfLfwSsNvWnQjuUYsrqCaZqxoprBIUjsWyncxUHcQaQtASEZTmcOATToDaLBqratJqWMPRmJWMczXjeaSNQ,Accepted,Modeling A Certified Email Protocol using I/O Automata.,Geng Tian
kxCBoZHwvXTcdnwmDXBNSAeTBbUOTTYdNlnKCOYZBOMlblDqPUOaQboPQDKbXNNdXgfilCiZNQZSLvOqOYrlduElfyBtOvrCSpHG,Not Accepted,Modeling A Certified Email Protocol using I/O Automata.,Lin Tang
qhHmHSdMNGDCoHQgPaHohudYwhEtrkuJLcHfvmwcnWVQHFdGeKKjcNrnKNtaVTebhBhPMEFPAFlTBvMuSjrrYGApqLTPnsPammCg,Not Accepted,Modeling A Certified Email Protocol using I/O Automata.,João Pedro W. Bernardi
MBwvEWWLRoQpbRCLNYnRqpwadkxxgLBGMdwKjfatcSgZPKhCcExhnccewQyeggClYsoOEplmyjRYOgzxUVwpospMVtxaasepbYWl,Not Accepted,Modeling A Certified Email Protocol using I/O Automata.,Eugenio Moggi
jAlETjUyDKvCFuOPcoewCiHGHcOTPWnossslfTlpFuIKEohGFofNeeTATbJLkMtosFQUUISaHkTyFaWLWxhhrvyuJboDiGBOKXXe,Accepted,Modeling A Certified Email Protocol using I/O Automata.,Wenxue Hu
bhMUKxXQdItNDirspTKhkXGdTHmJaGHBhuNtqNUKGjfFhuJIbAINRNcGlNTfrJTynYDAMMgKiMEbVcdCkYbtHCXoGATgHvDGQiEp,Accepted,Modeling A Certified Email Protocol using I/O Automata.,Tommi S. Jaakkola
noXShHKywhpVakXjYmZOCYqaompblVAbyAimcHgsypSYXjNXxeCNxRwsQFVAhFbgDNogPkoZnMkdDxJuBcXEFhvjBRkUvOJrypap,Accepted,Modeling A Certified Email Protocol using I/O Automata.,Michael J. Kearns
UlOmHZUnPyKCqGYBGXKGQMVUreDbNmjWdCfwicNRhXwzHPKWJjtmjaxJLXbUOqRMCnHwuwiEHCZIlldJkWmMbxIZiSTukmJJizRT,Not Accepted,Relating Natural Deduction and Sequent Calculus for Intuitionistic Non-Commutative Linear Logic.,Yin-Wen Chang
uNAsjgyRlcZarXYVeulIaaPbkIwkDDaNYBSzGdOnObdbprvXMfETlVWqdiXEMPUfnYdQxOXJEFyEofPTVZjwPwhCFnRIpHpHXQNw,Not Accepted,Relating Natural Deduction and Sequent Calculus for Intuitionistic Non-Commutative Linear Logic.,Alexander V. Lyaletski
YfQdLntmPlYsrIZIaCVlyWMZnlWftUGPcmZgSbQlTrLQoCalCBBEqWbCjfWirkussdjtmfycSVffxXbPsuMuWIiYDADGRkJOyplo,Not Accepted,Relating Natural Deduction and Sequent Calculus for Intuitionistic Non-Commutative Linear Logic.,Dale Miller 0001
vqDVHGIyOrWxjvPqsABWlOHsOekGeHmbRIzjpxCtlOIiVVzePmooyazrMwfydDQTYOYUKLUvqoHwSjGILOSJCOrzBzUQuftufLix,Not Accepted,Verification of Quantum Protocols with a Probabilistic Model-Checker.,Jing Li
fOGJSjBlwLWCzitVdVSlaoUEUcjvbYInAudZWrFOzDWztTaqcBXuBaVIWXjUsEToiVcqfOwzHXLfiPGUVHLbHRQzLJjCgfXOnUbD,Not Accepted,Verification of Quantum Protocols with a Probabilistic Model-Checker.,Carlos Garcia
fQeLxVWvHYNkakilRYrKCRzvjMNKWjMvxRNVtjPDOeUutPbgTuITxYbpVgIsGjTpsyVHGVXUDljxEomthdNIHUVzfyspIgKgCUSg,Not Accepted,Verification of Quantum Protocols with a Probabilistic Model-Checker.,Seyyed Alireza Seyyed Mousavi
OVUCJPlrwiQxFKhhfAgpjNXzLrBWYDwMQBwohvUFTGHdxrSuWRCzIugzlsekuRFTRxqjqUXQZJOPkwhuBDgUwSxdhUpSnonQflSS,Not Accepted,Verification of Quantum Protocols with a Probabilistic Model-Checker.,Fabien de Montgolfier
bJxDKeHdzSaWmvdiRbWtPXBHMwQjOLNiRWJsOgzWhXDIHzoRGLAVnfcdrxyhSBgeryrJCUmSUqEeRYsAsCwixoUEsUxrPqozlXKx,Accepted,Verification of Quantum Protocols with a Probabilistic Model-Checker.,Enrico Tassi
ufsexKXvpZbVxhgEeFwCYQYVtTtdcpDqVUnYcoQwnHWoAvSkHDUiSqjwPnYrOvjMsbpLMSggoTGPPsCFOFNfqoAzCvzVlofYwDGm,Accepted,Validating Behavioral Component Interfaces in Rewriting Logic.,Vincent Lemaire 0001
DPwYvsfNFkYFipKbTMoNsJTyzGyBsDlZdWhqpqgNfYcpjGVxuytzAMmlgIcHxjDTkYzGECsJuhFWIDHFKmlxkjyAOXmkmJpfxgrE,Accepted,Validating Behavioral Component Interfaces in Rewriting Logic.,Alan P. Sprague
ZpyqCnDkrUaYxJlpyccVUTfPbhXootyniopBVPALwkpVoviOqHzxPhEhHvrnowpRWSiXINwmQxmjkIwNjcIzyLujLbPpClfgQTWq,Accepted,Validating Behavioral Component Interfaces in Rewriting Logic.,Stéphan Clémençon
qEFNIRSJXzfsnPzuXhrlnYMRCSxDuhBPZwLsQSJmoMOWUBwvOwnPQkfYpNFcJiYQtcqhFxrPSbgxxxyacIJVydAGSyepnbpeOxfJ,Not Accepted,Validating Behavioral Component Interfaces in Rewriting Logic.,Michael Johanson
MEgWkatEopmXdqOyXjehlgemlInHihJiRzALwvHHddHOCVKqynTQegWbKmuTICoIgETZatASuGFUkIHeZUpwfvCABLAMDpwchHFL,Not Accepted,Validating Behavioral Component Interfaces in Rewriting Logic.,Linda Sellie
EMFhLKuOLgDtjDGnMwQndhHGsadSEIaDSONPzIPdnyIcErSPEIuYNUceIcqKsGDHagIsjSUrgnAXOKUoiiRevzjTULkpRfHHHBvf,Accepted,Validating Behavioral Component Interfaces in Rewriting Logic.,Sudipto Guha
XcGZVXBbGyIrCtJkZOrkSTvWyNEPVuVTOaPDyVtScKMElIslSuONLcGrlZdZrfhEcQmlOLutXhUabnwsGywZpCFLaiuAERKrTAmG,Accepted,Validating Behavioral Component Interfaces in Rewriting Logic.,Jun Liu
pDcrciubgZfdLntqVHrINozrxkAQFhuHttZgNUyLbZTdwlJetmqbdHVjMOdgtdILIuGUgDCcDputJpXdXaSoGZLdRsIWNGMyDcAe,Not Accepted,Validating Behavioral Component Interfaces in Rewriting Logic.,Pavlo Golik
dJyQbMyzLAJHjIAtJSbMXAFUIjEsyTyWmuTXaDZhZDviICyypwRsaCjCcQcyyDPHrrbQbNRNrBkQAsiIKQzaNXPkhOzinjzxqBYX,Not Accepted,Bifibrational Functorial Semantics of Parametric Polymorphism.,Dominique Bolignano
MqeSbKHHRpWokXDCgopTMVksbuAQFOZypvFxLcrrssZpZsoZTpBlqdLmGjtwkhlVAvfnkPXeDDZgSbWBEcpDqveVVkjcZzJxeyJR,Not Accepted,Bifibrational Functorial Semantics of Parametric Polymorphism.,Ales Pejznoch
zwlSRrITVKgHWETHVOPljZBBmmBPJsMYLXBuTHaxKZJMOjfdVJGsejQOUcdRFXoVshKxTEcIpiYQqDBGmYWBhNknhJaYPvaDBYog,Not Accepted,Bifibrational Functorial Semantics of Parametric Polymorphism.,Ricardo Honorato-Zimmer
ZoDwmzNGuzDCjfnmfvvUCHubDpvLDWAujjKOrEhFNooyZQJpKhCmApDwvlBiUyaGZfXbOmEBZlJoZHjSyVYlJAJMswbJkGLiHQZA,Accepted,Bifibrational Functorial Semantics of Parametric Polymorphism.,Maria Grazia Vigliotti
ovpSIJiHfhYoztcreWUSceVXYsRzUFzvVhvqWkQrsxCXELHBUrQzPSXSrekBidLtqbcVLvemtDIdBplFPyGMSBAcNXJoOxKqgcJd,Not Accepted,Bifibrational Functorial Semantics of Parametric Polymorphism.,Alexandros Rigos
jCltcVIFSVJclnhGoCYAjufXcUpbzwZlooBCNJZTXzYZFVTbfAuVDOMocRfzDThWKjhuWNIMDawuUWwTMFFXlnCzcHqDCtCjjRwx,Accepted,Bifibrational Functorial Semantics of Parametric Polymorphism.,Ignacio E. Grossmann
wCeuZwNwVXHRnkFwfSKRSANRkMuKuksocqNcfZihBAndiExmWmXGMdOnEOIGzVLLhijqKyFNpfJSlkvXUGOsOFuzwKQaCXgllyqV,Accepted,Bifibrational Functorial Semantics of Parametric Polymorphism.,Ryan L. Hartman
rshjvLwPtwevKYpypxYctawmGfbdKNYHTwkMXdwFFmgeHwBcOQKaJFqoLPxICwJfoVQgUbqoAlXidCdTjEHbeVVvzwWAJievJeoo,Accepted,Bifibrational Functorial Semantics of Parametric Polymorphism.,David Sands 0001
rcqzZgMZkReGgWJPYPnqBNzbJZRImPVlocEKANkuvdZMHoCSzGeoCZGTbZlFAOTiPDbWsJyLtyKwGgQBJejkjTfTDWdQfkXjKgHy,Not Accepted,Bifibrational Functorial Semantics of Parametric Polymorphism.,Stefan Müller 0009
MDqBICvCpMxJAtcheDuJCiGeSZAjKpqMwiezlVBhDrcQOXFrCWLwGWZagWYTFzItMstwLOCuOPwEsmihRxikNMijbiCeDmRteacR,Accepted,Topology Control in Cooperative Ad Hoc Wireless Networks.,Claude Kirchner
bizXLkXAAvzlsyEplCTPPFOScdEvXrkiFUQhuvRgMnObziVpCxDCFhqeiZResSwPNnUEljjNRyhkhWyGxIgNUYzjxRTAXBteTBsl,Accepted,Topology Control in Cooperative Ad Hoc Wireless Networks.,Neda Beheshti Asl
MSFTMxZjeYMcAIlzdoxeqSkPndizJRlHAXNhRJFLBUhYGVWmgmdUAPrteQHzEvjaqTWzBNZOIJStKenaRmxVSsypnOKrsqlBpnBR,Accepted,Topology Control in Cooperative Ad Hoc Wireless Networks.,Enrico Oliva
AnFAcrNNeKdtDakgoxSGMDcPSukiqXuYOUUHCTaImcYFfwuCcmkzrkoUmHUheEtZsOAKVhrKUgNgjKUaDyHnbJCBtozxVQAGNyzI,Accepted,Topology Control in Cooperative Ad Hoc Wireless Networks.,James R. Foulds
rKwrHaYeHtzJrsZXupGtzQXElUEUoOGHslQHRlqwsDkMhjTuPVfNiCuvjvYUjNaYIBbIjocxZPNDmvDlEZStrMvVmNHFuLbFszDk,Not Accepted,Topology Control in Cooperative Ad Hoc Wireless Networks.,John C. Platt
WmPLdFWGkhygHzNERPfIZmAGMZBjDxrzffgeyGUkbjNmmvZEGHXxsuTKdGvokIAJSkjpHasQAXckFpvbxUzwLMrxtvBzTpATGTmX,Accepted,Sharing Implementations of Graph Rewriting Systems.,Roberto Gorrieri
OkYsuuxUErHAQxJYsFmhcQnXgwmywlOZuZYlAPoGOSgdJuVSoMDsPhQRUtodWKJwTervwYuPyzQJBUrFtVpdhsnsTZElyXNRhHvH,Accepted,Sharing Implementations of Graph Rewriting Systems.,Abdeslam Boularias
yeMHXwXFrTCbFoOfGifSZnkHoEGKZwgydEOcdmzTPgYmSSggQBQTsRiNAwvEwPmaPHLxmJexppmXMqmrBKkDUWldIQkuEZRCPgOK,Accepted,Sharing Implementations of Graph Rewriting Systems.,Connor Phillips
hHlYwXjObInQEziMizItReUEBZOcbnPpGvqrPwSLuoPjkQAdHyHvbsOJQLfnkyBfYZTWpNWMYELZzWNjMXqftnSzMoSLwRFANDVq,Not Accepted,Sharing Implementations of Graph Rewriting Systems.,David H. Akehurst
wCBCYuUuqHQBjTRVDSizvdYDIlREWkyWIdcVrpbMrLaSKPwcgOJreuBNEUXtXaLIhMWmmkADZapXvgsbLMuGmdHDcHerhGKHskNr,Not Accepted,Probabilistic Logic over Paths.,Xuegang Hu
WXxqFtMRJtdpRwLeNfnAVokjLsIJHssOQQcuJTGJOIKanvpngGQwCFQBZWLIkPKvcwBTKpQbNnjHUHdwalCUPZcURrEFnDGUyPYN,Accepted,Probabilistic Logic over Paths.,Elisavet Konstantinou
cBvzVYoLMwbjfRdXjAmAXUfzPbvMjuSpIeowdmBpPbDOGzDXUamQaYhenXBKQWWMTsdhwHawtoHXzhDyJHoyxXqUaBHMrbFfjibM,Not Accepted,Probabilistic Logic over Paths.,Anna Lisa Ferrara
tMAOxrxKiYcmpZbatORawkwMnvwHMTSmiOxKzDbMrPFHftyeNFrpqxYormesKKCuPRKTxiJMqbSobLlPUxDVfoquIHAONhlCyCxf,Accepted,Probabilistic Logic over Paths.,Altaf Hussain
