paper,volume
"A Remembrance of Raymond E. Spier, 1938-2018.",24
"Responsible Research: What is Expected? - Commentary on: ""Statistical Power, the Belmont Report, and the Ethics of Clinical Trials"".",16
Support for the Development of Technological Innovations: Promoting Responsible Social Uses.,24
The Ethics of Technology: Response to Critics.,24
Institutional Conflicts of Interest in Academic Research.,25
The Need for Governance by Experimentation: The Case of Biofuels.,22
Operationalizing Ethical Becoming as a Theoretical Framework for Teaching Engineering Design Ethics.,26
"The Storytelling Brain - Commentary on ""On Social Attribution: Implications of Recent Cognitive Neuroscience Research for Race, Law, and Politics"".",18
A Proposal to Detect the Double Submission of a Manuscript Sent for Review.,24
Taking Emotion Seriously: Meeting Students Where They Are.,20
Devices of Responsibility: Over a Decade of Responsible Research and Innovation Initiatives for Nanotechnologies.,24
Retraction and Research Integrity Education in China.,25
"Brain Recording, Mind-Reading, and Neurotechnology: Ethical Issues from Consumer Devices to Brain-Based Speech Decoding.",26
Teaching Engineering Ethics using BLOCKS Game.,19
Distributed Morality in an Information Society.,19
Bridging the Gap Between Ethical Theory and Practice in Medicine: A Constructivist Grounded Theory Study.,26
Validity and Reliability of an Instrument for Assessing Case Analyses in Bioengineering Ethics Education.,21
Why Frankenstein is a Stigma Among Scientists.,24
Unethical Admissions: Academic Integrity in Question.,23
Ethical Risk Management Education in Engineering: A Systematic Review.,23
Social Risk Perceptions of Genetically Modified Foods of Engineers in Training: Application of a Comprehensive Risk Model.,26
The Opportunity Cost of Compulsory Research Participation: Why Psychology Departments Should Abolish Involuntary Participant Pools.,26
"Public Perceptions of Ethical, Legal and Social Implications of Pre-implantation Genetic Diagnosis (PGD) in Malaysia.",23
Critiquing the Reasons for Making Artificial Moral Agents.,25
A Method for Improving the Integrity of Peer Review.,24
A comparison of conflict of interest policies at peer-reviewed journals in different scientific disciplines.,13
Perceptions of Research Integrity Climate in Hungarian Universities: Results from A Survey among Academic Researchers.,28
Four Ironies of Self-quantification: Wearable Technologies and the Quantified Self.,26
Just Sustainability? Sustainability and Social Justice in Professional Codes of Ethics for Engineers.,19
Declaration of Conflicts of Interest in Networking Era: Raising the Bar.,22
"Plagiarism, Cheating and Research Integrity: Case Studies from a Masters Program in Peru.",23
Improving Case-Based Ethics Training: How Modeling Behaviors and Forecasting Influence Effectiveness.,20
"Student-Driven Courses on the Social and Ecological Responsibilities of Engineers - Commentary on ""Student-Inspired Activities for the Teaching and Learning of Engineering Ethics"".",19
Preserving Human-Nature's Interaction for Sustainability: Quran and Sunnah Perspective.,26
"Translating Neuroethics: Reflections from Muslim Ethics - Commentary on ""Ethical Concepts and Future Challenges of Neuroimaging: An Islamic Perspective"".",18
Engineering Social Justice into Traffic Control for Self-Driving Vehicles?,22
"On Doing Helpful Philosophy - Commentary on 'Redefining Ecological Ethics: Science, Policy, and Philosophy at Cape Horn'.",14
"Obsolete Laws: Economic and Moral Aspects, Case Study - Composting Standards.",23
Time for Revelation: Unmasking the Anonymity of Blind Reviewers.,23
The Retribution-Gap and Responsibility-Loci Related to Robots and Automated Technologies: A Reply to Nyholm.,26
"Design, Development, and Evaluation of an Interactive Simulator for Engineering Ethics Education (SEEE).",15
"Cognitive Enhancement: Methods, Ethics, Regulatory Challenges.",15
"Value Change, Energy Systems, and Rational Choice: The Expected Center of Gravity Principle.",29
Plagiarism Allegations Account for Most Retractions in Major Latin American/Caribbean Databases.,22
Mary Blair-Loy and Erin A. Cech: Misconceiving Merit: Paradoxes in Excellence and Devotion in Academic Science and Engineering.,29
Scientific Misconduct: Three Forms that Directly Harm Others as the Modus Operandi of Mill's Tyranny of the Prevailing Opinion.,20
Bryan Norton: A Pragmatist's Take on Sustainable Development: Review of Sustainability: A Philosophy of Adaptive Ecosystem Management.,16
Employee-Organization Pro-environmental Values Fit and Pro-environmental Behavior: The Role of Supervisors' Personal Values.,25
Acceptability of Neuroscientific Interventions in Education.,27
Doing the Right Thing: A Qualitative Investigation of Retractions Due to Unintentional Error.,24
Testing Hypotheses on Risk Factors for Scientific Misconduct via Matched-Control Analysis of Papers Containing Problematic Image Duplications.,25
"Critiquing a Critique - A Comment on ""A Critique of Positive Responsibility in Computing"".",14
The Ethics of Ironic Science in Its Search for Spoof.,21
Informed Consent in Emergency Research: A Contradiction in Terms.,13
When Ethics is a Technical Matter: Engineers' Strategic Appeal to Ethical Considerations in Advocating for System Integrity.,27
Technology and Parental Responsibility: The Case of the V-Chip.,18
The Ethics of Smart Stadia: A Stakeholder Analysis of the Croke Park Project.,25
Energy Sovereignty: A Values-Based Conceptual Analysis.,28
In Their Own Words: Research Misconduct from the Perspective of Researchers in Malaysian Universities.,24
Tolerant Paternalism: Pro-ethical Design as a Resolution of the Dilemma of Toleration.,22
Assessing the Ethics of Medical Research in Emergency Settings: How Do International Regulations Work in Practice?,13
"Some Personal Notes on Role Plays as an Excellent Teaching Tool - Commentary on ""Using and Developing Role Plays in Teaching Aimed at Preparing for Social Responsibility"".",19
Indexing Versus Journal Ethics.,25
Playing Brains: The Ethical Challenges Posed by Silicon Sentience and Hybrid Intelligence in DishBrain.,29
"Values, Imagination, and Praxis: Towards a Value Sensitive Future with Technology.",26
Collective Openness and Other Recommendations for the Promotion of Research Integrity.,13
Changing the Paradigm for Engineering Ethics.,20
Research Ethics in the Context of Transition: Gaps in Policies and Programs on the Protection of Research Participants in the Selected Countries of Central and Eastern Europe.,22
Should Internet Researchers Use Ill-Gotten Information?,24
The Ethics of Anti-aging Clinical Trials.,24
"Heather Douglas: Is Science Value-Free? (Science, Policy, and the Value-Free Ideal).",16
Is Online Moral Outrage Outrageous? Rethinking the Indignation Machine.,29
CRISPR and the Rebirth of Synthetic Biology.,23
Mentoring for Responsible Research: The Creation of a Curriculum for Faculty to Teach RCR in the Research Environment.,24
Weak Signal-Oriented Investigation of Ethical Dissonance Applied to Unsuccessful Mobility Experiences Linked to Human-Machine Interactions.,27
"Risk, Technology, and Moral Emotions: Reply to Critics.",26
Ethical Education in Software Engineering: Responsibility in the Production of Complex Systems.,13
Reflective Consensus Building on Wicked Problems with the Reflect! Platform.,26
"It is Not All Straw, But it Can Catch Fire: In Defense of Impossible Ideals in Computing - A Comment on ""A Critique of Positive Responsibility in Computing"".",14
"Broadening Engineering Education: Bringing the Community In - Commentary on ""Social Responsibility in French Engineering Education: A Historical and Sociological Analysis"".",19
The Bioterrorism Threat and Dual-use Biotechnological Research: An Israeli Perspective.,16
Reexamining the Ethics of Nuclear Technology.,21
Responsible Reporting: Neuroimaging News in the Age of Responsible Research and Innovation.,22
Positive Organizational Outcomes Associated with a Penchant for Openness.,19
Ethical Concerns About Human Genetic Enhancement in the Malay Science Fiction Novels.,24
Customizable Ethics Settings for Building Resilience and Narrowing the Responsibility Gap: Case Studies in the Socio-Ethical Engineering of Autonomous Systems.,26
Good Scientific Practice: Developing a Curriculum for Medical Students in Germany.,26
The Internet as Cognitive Enhancement.,26
Data Sharing and Dual-Use Issues.,19
A Comparative Study on the Information Ethics of Junior High School Students Cognition and Behavior between Taiwan and China: Kaohsiung and Nanjing Regions Used as Examples.,14
The Conception of Life in Synthetic Biology.,18
"""I am Primarily Paid for Publishing..."": The Narrative Framing of Societal Responsibilities in Academic Life Science Research.",26
Survey on Using Ethical Principles in Environmental Field Research with Place-Based Communities.,25
Current Perspectives Regarding Institutional Conflict of Interest.,25
Clinical Ethics Consultation in the Transition Countries of Central and Eastern Europe.,26
Evolution of Different Dual-use Concepts in International and National Law and Its Implications on Research Ethics and Governance.,20
Empowerment and Conceptual Clarity in Research Integrity.,26
Facing up to Creating Life: Synthetic Biology Unfolds its Wings.,14
Dual Use Research: Investigation Across Multiple Science Disciplines.,21
The Contribution of Moral Case Deliberation to Teaching RCR to PhD Students.,29
The Risks of Revolution: Ethical Dilemmas in 3D Printing from a US Perspective.,22
Fake Graduates.,23
Will Life Be Worth Living in a World Without Work? Technological Unemployment and the Meaning of Life.,23
Medicines Information and the Regulation of the Promotion of Pharmaceuticals.,25
Refining Value Sensitive Design: A (Capability-Based) Procedural Ethics Approach to Technological Design for Well-Being.,26
Climate Change: Evidence of Human Causes and Arguments for Emissions Reduction.,18
"Ethical Challenges in Human Space Missions: A Space Refuge, Scientific Value, and Human Gene Editing for Space.",26
Implementing the Netherlands Code of Conduct for Scientific Practice - A Case Study.,15
Comments on 'On ''Bettering Humanity'' in Science and Engineering Education'.,14
On the Willingness to Report and the Consequences of Reporting Research Misconduct: The Role of Power Relations.,26
